# Instance: eil101.tsp
# Method: simulated-annealing
# output: step cost
0 3401
0.000000 3212
0.000000 3212
0.000000 3212
0.000000 3212
0.000000 3212
0.000000 3212
0.000000 3212
0.000000 3212
0.000000 3212
0.000000 3184
0.000000 3184
0.000000 3184
0.000000 3184
0.000000 3184
0.000000 3184
0.001000 3184
0.001000 3184
0.001000 3025
0.001000 3005
0.001000 3005
0.001000 3005
0.001000 3005
0.001000 3005
0.001000 3005
0.001000 3005
0.001000 3005
0.001000 3005
0.001000 3005
0.001000 2985
0.001000 2985
0.001000 2985
0.001000 2985
0.001000 2985
0.001000 2985
0.001000 2985
0.001000 2985
0.001000 2985
0.001000 2985
0.001000 2985
0.001000 2985
0.001000 2985
0.001000 2985
0.001000 2985
0.001000 2985
0.001000 2985
0.001000 2985
0.001000 2985
0.001000 2985
0.001000 2985
0.001000 2985
0.002000 2985
0.002000 2985
0.002000 2985
0.002000 2985
0.002000 2985
0.002000 2985
0.002000 2985
0.002000 2985
0.002000 2985
0.002000 2985
0.002000 2985
0.002000 2985
0.002000 2985
0.002000 2985
0.002000 2985
0.002000 2985
0.002000 2985
0.002000 2985
0.002000 2985
0.002000 2985
0.002000 2985
0.002000 2985
0.002000 2985
0.002000 2985
0.002000 2985
0.002000 2985
0.002000 2985
0.002000 2985
0.002000 2985
0.002000 2985
0.002000 2985
0.002000 2985
0.002000 2985
0.002000 2985
0.002000 2985
0.003000 2985
0.003000 2985
0.003000 2985
0.003000 2985
0.003000 2985
0.003000 2985
0.003000 2985
0.003000 2985
0.003000 2985
0.003000 2985
0.003000 2985
0.003000 2985
0.003000 2985
0.003000 2985
0.003000 2985
0.003000 2985
0.003000 2985
0.003000 2985
0.003000 2985
0.003000 2985
0.003000 2985
0.003000 2985
0.003000 2985
0.003000 2985
0.003000 2985
0.003000 2985
0.003000 2985
0.003000 2985
0.003000 2985
0.003000 2985
0.003000 2985
0.003000 2985
0.003000 2985
0.003000 2985
0.003000 2985
0.003000 2985
0.004000 2985
0.004000 2985
0.004000 2985
0.004000 2985
0.004000 2985
0.004000 2985
0.004000 2985
0.004000 2985
0.004000 2985
0.004000 2985
0.004000 2985
0.004000 2985
0.004000 2985
0.004000 2985
0.004000 2985
0.004000 2985
0.004000 2985
0.004000 2985
0.004000 2985
0.004000 2985
0.004000 2985
0.004000 2985
0.004000 2985
0.004000 2985
0.004000 2985
0.004000 2985
0.004000 2985
0.004000 2985
0.004000 2985
0.004000 2985
0.004000 2985
0.004000 2985
0.004000 2846
0.004000 2846
0.004000 2846
0.005000 2846
0.005000 2846
0.005000 2846
0.005000 2846
0.005000 2846
0.005000 2846
0.005000 2846
0.005000 2846
0.005000 2846
0.005000 2846
0.005000 2846
0.005000 2846
0.005000 2846
0.005000 2846
0.005000 2846
0.005000 2846
0.005000 2846
0.005000 2846
0.005000 2846
0.005000 2846
0.005000 2846
0.005000 2846
0.005000 2846
0.005000 2846
0.005000 2846
0.005000 2846
0.005000 2846
0.005000 2846
0.005000 2846
0.005000 2846
0.005000 2846
0.005000 2846
0.005000 2846
0.005000 2846
0.005000 2846
0.006000 2846
0.006000 2846
0.006000 2846
0.006000 2846
0.006000 2846
0.006000 2846
0.006000 2846
0.006000 2846
0.006000 2846
0.006000 2846
0.006000 2846
0.006000 2846
0.006000 2846
0.006000 2846
0.006000 2846
0.006000 2846
0.006000 2846
0.006000 2846
0.006000 2846
0.006000 2846
0.006000 2846
0.006000 2846
0.006000 2846
0.006000 2846
0.006000 2846
0.006000 2846
0.006000 2846
0.006000 2846
0.006000 2846
0.006000 2846
0.006000 2846
0.006000 2846
0.006000 2846
0.006000 2846
0.006000 2769
0.006000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2769
0.007000 2760
0.007000 2756
0.007000 2756
0.007000 2756
0.007000 2756
0.008000 2756
0.008000 2756
0.008000 2756
0.008000 2756
0.008000 2756
0.008000 2756
0.008000 2756
0.008000 2719
0.008000 2719
0.008000 2719
0.008000 2719
0.008000 2719
0.008000 2719
0.008000 2719
0.008000 2719
0.008000 2719
0.008000 2719
0.008000 2719
0.008000 2719
0.008000 2719
0.008000 2719
0.008000 2719
0.008000 2719
0.008000 2719
0.008000 2719
0.008000 2719
0.008000 2719
0.008000 2719
0.008000 2719
0.008000 2719
0.008000 2719
0.008000 2719
0.008000 2719
0.009000 2719
0.009000 2719
0.009000 2719
0.009000 2719
0.009000 2719
0.009000 2719
0.009000 2719
0.009000 2719
0.009000 2719
0.009000 2719
0.009000 2719
0.009000 2719
0.009000 2719
0.009000 2719
0.009000 2719
0.009000 2719
0.009000 2719
0.009000 2719
0.009000 2719
0.009000 2719
0.009000 2719
0.009000 2719
0.009000 2719
0.009000 2681
0.009000 2438
0.009000 2438
0.009000 2438
0.009000 2438
0.009000 2438
0.009000 2438
0.009000 2438
0.009000 2438
0.009000 2438
0.009000 2438
0.009000 2438
0.009000 2438
0.010000 2438
0.010000 2438
0.010000 2438
0.010000 2438
0.010000 2438
0.010000 2438
0.010000 2438
0.010000 2438
0.010000 2438
0.010000 2438
0.010000 2438
0.010000 2438
0.010000 2438
0.010000 2438
0.010000 2438
0.010000 2438
0.010000 2438
0.010000 2438
0.010000 2438
0.010000 2438
0.010000 2438
0.010000 2438
0.010000 2438
0.010000 2384
0.010000 2162
0.010000 2162
0.010000 2162
0.010000 2162
0.010000 2162
0.010000 2162
0.010000 2162
0.010000 2162
0.010000 2162
0.010000 2162
0.010000 2162
0.011000 2162
0.011000 2162
0.011000 2162
0.011000 2162
0.011000 2162
0.011000 2162
0.011000 2162
0.011000 2162
0.011000 2162
0.011000 2162
0.011000 2162
0.011000 2162
0.011000 2162
0.011000 2162
0.011000 2162
0.011000 2162
0.011000 2162
0.011000 2162
0.011000 2162
0.011000 2162
0.011000 2162
0.011000 2162
0.011000 2162
0.011000 2162
0.011000 2162
0.011000 2162
0.011000 2162
0.011000 2162
0.011000 2162
0.011000 2162
0.011000 2162
0.011000 2162
0.011000 2162
0.011000 2162
0.011000 2162
0.012000 2162
0.012000 2162
0.012000 2162
0.012000 2162
0.012000 2096
0.012000 2060
0.012000 2032
0.012000 2032
0.012000 2032
0.012000 2032
0.012000 2032
0.012000 1996
0.012000 1943
0.012000 1943
0.012000 1943
0.012000 1943
0.012000 1943
0.012000 1943
0.012000 1943
0.012000 1943
0.012000 1943
0.012000 1943
0.012000 1943
0.012000 1917
0.012000 1917
0.012000 1895
0.012000 1823
0.012000 1823
0.012000 1823
0.012000 1823
0.012000 1823
0.012000 1823
0.012000 1823
0.012000 1823
0.012000 1823
0.012000 1823
0.012000 1823
0.013000 1823
0.013000 1823
0.013000 1823
0.013000 1823
0.013000 1823
0.013000 1823
0.013000 1823
0.013000 1823
0.013000 1823
0.013000 1823
0.013000 1823
0.013000 1818
0.013000 1818
0.013000 1818
0.013000 1818
0.013000 1795
0.013000 1779
0.013000 1779
0.013000 1779
0.013000 1779
0.013000 1773
0.013000 1754
0.013000 1754
0.013000 1714
0.013000 1610
0.013000 1604
0.013000 1604
0.013000 1604
0.013000 1604
0.013000 1604
0.013000 1604
0.013000 1604
0.013000 1542
0.013000 1521
0.013000 1440
0.013000 1436
0.013000 1428
0.014000 1424
0.014000 1386
0.014000 1386
0.014000 1386
0.014000 1386
0.014000 1386
0.014000 1386
0.014000 1386
0.014000 1386
0.014000 1386
0.014000 1386
0.014000 1386
0.014000 1386
0.014000 1386
0.014000 1386
0.014000 1386
0.014000 1386
0.014000 1386
0.014000 1386
0.014000 1386
0.014000 1386
0.014000 1369
0.014000 1349
0.014000 1349
0.014000 1349
0.014000 1339
0.014000 1308
0.014000 1305
0.014000 1305
0.014000 1305
0.014000 1305
0.014000 1305
0.014000 1305
0.014000 1305
0.014000 1305
0.015000 1289
0.015000 1289
0.015000 1289
0.015000 1289
0.015000 1289
0.015000 1289
0.015000 1289
0.015000 1275
0.015000 1275
0.015000 1259
0.015000 1259
0.015000 1259
0.015000 1259
0.015000 1245
0.015000 1245
0.015000 1245
0.015000 1245
0.015000 1245
0.015000 1245
0.015000 1243
0.015000 1225
0.015000 1215
0.015000 1192
0.015000 1192
0.015000 1192
0.015000 1165
0.015000 1147
0.015000 1143
0.015000 1143
0.015000 1126
0.015000 1120
0.015000 1080
0.015000 1064
0.015000 1046
0.015000 1046
0.015000 1046
0.016000 1024
0.016000 1024
0.016000 1024
0.016000 1024
0.016000 1024
0.016000 1024
0.016000 1024
0.016000 1012
0.016000 1012
0.016000 1012
0.016000 995
0.016000 983
0.016000 950
0.016000 926
0.016000 915
0.016000 915
0.016000 915
0.016000 915
0.016000 911
0.016000 899
0.016000 887
0.016000 880
0.016000 861
0.016000 860
0.016000 860
0.016000 860
0.016000 860
0.016000 860
0.016000 853
0.016000 853
0.016000 853
0.016000 853
0.016000 853
0.016000 852
0.016000 852
0.017000 852
0.017000 852
0.017000 844
0.017000 844
0.017000 844
0.017000 844
0.017000 844
0.017000 844
0.017000 844
0.017000 844
0.017000 844
0.017000 844
0.017000 844
0.017000 844
0.017000 844
0.017000 844
0.017000 844
0.017000 844
0.017000 844
0.017000 844
0.017000 844
0.017000 824
0.017000 824
0.017000 823
0.017000 823
0.017000 823
0.017000 823
0.017000 823
0.017000 823
0.017000 823
0.017000 823
0.017000 823
0.017000 823
0.017000 822
0.018000 814
0.018000 814
0.018000 814
0.018000 814
0.018000 811
0.018000 807
0.018000 807
0.018000 804
0.018000 804
0.018000 792
0.018000 780
0.018000 771
0.018000 771
0.018000 771
0.018000 758
0.018000 758
0.018000 758
0.018000 755
0.018000 749
0.018000 746
0.018000 746
0.018000 735
0.018000 735
0.018000 735
0.018000 735
0.018000 735
0.018000 735
0.018000 735
0.018000 735
0.018000 735
0.018000 735
0.018000 735
0.018000 735
0.018000 735
0.019000 735
0.019000 735
0.019000 735
0.019000 735
0.019000 735
0.019000 735
0.019000 735
0.019000 734
0.019000 733
0.019000 733
0.019000 733
0.019000 733
0.019000 733
0.019000 733
0.019000 733
0.019000 733
0.019000 733
0.019000 733
0.019000 733
0.019000 733
0.019000 733
0.019000 733
0.019000 733
0.019000 733
0.019000 733
0.019000 732
0.019000 732
0.019000 732
0.019000 732
0.019000 732
0.019000 732
0.019000 732
0.019000 732
0.019000 732
0.019000 732
0.019000 722
0.020000 722
0.020000 722
0.020000 722
0.020000 722
0.020000 722
0.020000 722
0.020000 722
0.020000 722
0.020000 722
0.020000 722
0.020000 722
0.020000 722
0.020000 722
0.020000 722
0.020000 722
0.020000 722
0.020000 722
0.020000 722
0.020000 722
0.020000 722
0.020000 722
0.020000 722
0.020000 722
0.020000 721
0.020000 718
0.020000 718
0.020000 718
0.020000 718
0.020000 716
0.020000 715
0.020000 715
0.020000 715
0.021000 713
0.021000 713
0.021000 712
0.021000 712
0.021000 712
0.021000 712
0.021000 709
0.021000 707
0.021000 707
0.021000 701
0.021000 701
0.021000 701
0.021000 701
0.021000 701
0.021000 701
0.021000 701
0.021000 701
0.021000 701
0.021000 701
0.021000 698
0.021000 698
0.021000 696
0.021000 696
0.021000 696
0.021000 690
0.021000 690
0.021000 690
0.021000 690
0.021000 690
0.021000 690
0.021000 690
0.021000 690
0.021000 688
0.021000 688
0.021000 688
0.022000 688
0.022000 688
0.022000 688
0.022000 688
0.022000 688
0.022000 687
0.022000 687
0.022000 687
0.022000 687
0.022000 687
0.022000 687
0.022000 687
0.022000 687
0.022000 687
0.022000 687
0.022000 687
0.022000 687
0.022000 687
0.022000 687
0.022000 687
0.022000 687
0.022000 687
0.022000 687
0.022000 687
0.022000 687
0.022000 687
0.022000 687
0.022000 687
0.022000 687
0.022000 687
0.022000 687
0.022000 687
0.022000 687
0.022000 687
0.022000 687
0.022000 687
0.023000 687
0.023000 685
0.023000 685
0.023000 685
0.023000 685
0.023000 685
0.023000 685
0.023000 685
0.023000 685
0.023000 685
0.023000 685
0.023000 685
0.023000 685
0.023000 685
0.023000 685
0.023000 685
0.023000 685
0.023000 685
0.023000 685
0.023000 685
0.023000 685
0.023000 685
0.023000 685
0.023000 685
0.023000 684
0.023000 684
0.023000 684
0.023000 684
0.023000 684
0.023000 684
0.023000 684
0.023000 684
0.023000 684
0.023000 684
0.023000 684
0.023000 684
0.024000 684
0.024000 684
0.024000 684
0.024000 684
0.024000 684
0.024000 684
0.024000 684
0.024000 684
0.024000 684
0.024000 684
0.024000 684
0.024000 684
0.024000 684
0.024000 684
0.024000 684
0.024000 684
0.024000 684
0.024000 684
0.024000 684
0.024000 684
0.024000 684
0.024000 684
0.024000 684
0.024000 684
0.024000 684
0.024000 684
0.024000 684
0.024000 684
0.024000 684
0.024000 684
0.024000 684
0.024000 684
0.024000 684
0.024000 684
0.024000 684
0.024000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.025000 684
0.026000 684
0.026000 684
0.026000 684
0.026000 684
0.026000 684
0.026000 684
0.026000 684
0.026000 684
0.026000 684
0.026000 684
0.026000 684
0.026000 684
0.026000 684
0.026000 684
0.026000 684
0.026000 684
0.026000 684
0.026000 684
0.026000 684
0.026000 684
0.026000 684
0.026000 684
0.026000 684
0.026000 684
0.026000 684
0.026000 684
0.026000 684
0.026000 684
0.026000 684
0.026000 684
0.026000 684
0.026000 684
0.026000 684
0.026000 684
0.026000 684
0.027000 684
0.027000 684
0.027000 684
0.027000 684
0.027000 684
0.027000 684
0.027000 684
0.027000 684
0.027000 684
0.027000 684
0.027000 684
0.027000 684
0.027000 684
0.027000 684
0.027000 684
0.027000 684
0.027000 684
0.027000 684
0.027000 684
0.027000 684
0.027000 684
0.027000 684
0.027000 684
0.027000 684
0.027000 684
0.027000 684
0.027000 684
0.027000 684
0.027000 684
0.027000 684
0.027000 684
0.027000 684
0.027000 684
0.027000 684
0.027000 684
0.028000 684
0.028000 684
0.028000 684
0.028000 684
0.028000 684
0.028000 684
0.028000 684
0.028000 684
0.028000 684
0.028000 684
0.028000 684
0.028000 684
0.028000 684
0.028000 684
0.028000 684
0.028000 684
0.028000 684
0.028000 684
0.028000 684
0.028000 684
0.028000 684
0.028000 684
0.028000 684
0.028000 684
0.028000 684
0.028000 684
0.028000 684
0.028000 684
0.028000 684
0.028000 684
0.028000 684
0.028000 684
0.028000 684
0.028000 684
0.028000 684
0.029000 684
0.029000 684
0.029000 684
0.029000 684
0.029000 684
0.029000 684
0.029000 684
