# Instance: eil101.tsp
# Method: simulated-annealing
# output: step cost
0 3465
0.000000 3185
0.000000 3185
0.000000 3185
0.000000 3185
0.000000 3185
0.000000 3185
0.000000 3185
0.000000 3185
0.001000 3185
0.001000 3122
0.001000 3122
0.001000 3122
0.001000 3122
0.001000 3122
0.001000 3122
0.001000 2905
0.001000 2905
0.001000 2905
0.001000 2905
0.001000 2905
0.001000 2905
0.001000 2905
0.001000 2905
0.001000 2905
0.001000 2905
0.001000 2905
0.001000 2905
0.001000 2905
0.001000 2905
0.001000 2905
0.001000 2905
0.001000 2905
0.001000 2905
0.001000 2905
0.001000 2905
0.001000 2905
0.001000 2905
0.001000 2905
0.001000 2905
0.001000 2905
0.001000 2905
0.001000 2905
0.002000 2905
0.002000 2905
0.002000 2905
0.002000 2905
0.002000 2905
0.002000 2905
0.002000 2905
0.002000 2905
0.002000 2905
0.002000 2905
0.002000 2905
0.002000 2905
0.002000 2905
0.002000 2905
0.002000 2905
0.002000 2905
0.002000 2905
0.002000 2905
0.002000 2905
0.002000 2905
0.002000 2905
0.002000 2905
0.002000 2905
0.002000 2905
0.002000 2905
0.002000 2905
0.002000 2905
0.002000 2905
0.002000 2905
0.002000 2905
0.002000 2905
0.002000 2905
0.002000 2905
0.002000 2905
0.002000 2905
0.003000 2905
0.003000 2905
0.003000 2905
0.003000 2905
0.003000 2905
0.003000 2905
0.003000 2905
0.003000 2905
0.003000 2905
0.003000 2905
0.003000 2905
0.003000 2905
0.003000 2905
0.003000 2905
0.003000 2905
0.003000 2905
0.003000 2905
0.003000 2905
0.003000 2905
0.003000 2905
0.003000 2905
0.003000 2905
0.003000 2905
0.003000 2905
0.003000 2905
0.003000 2905
0.003000 2905
0.003000 2905
0.003000 2905
0.003000 2905
0.003000 2905
0.003000 2905
0.003000 2905
0.003000 2905
0.003000 2905
0.004000 2905
0.004000 2905
0.004000 2905
0.004000 2905
0.004000 2905
0.004000 2905
0.004000 2905
0.004000 2905
0.004000 2905
0.004000 2905
0.004000 2905
0.004000 2905
0.004000 2905
0.004000 2905
0.004000 2905
0.004000 2905
0.004000 2905
0.004000 2905
0.004000 2905
0.004000 2905
0.004000 2905
0.004000 2905
0.004000 2905
0.004000 2905
0.004000 2905
0.004000 2905
0.004000 2905
0.004000 2905
0.004000 2905
0.004000 2905
0.004000 2905
0.004000 2905
0.004000 2905
0.004000 2905
0.004000 2905
0.005000 2905
0.005000 2905
0.005000 2905
0.005000 2905
0.005000 2905
0.005000 2905
0.005000 2905
0.005000 2905
0.005000 2905
0.005000 2905
0.005000 2905
0.005000 2905
0.005000 2905
0.005000 2905
0.005000 2900
0.005000 2900
0.005000 2900
0.005000 2781
0.005000 2781
0.005000 2781
0.005000 2781
0.005000 2781
0.005000 2781
0.005000 2781
0.005000 2781
0.005000 2781
0.005000 2781
0.005000 2781
0.005000 2781
0.005000 2781
0.005000 2781
0.005000 2781
0.005000 2781
0.005000 2781
0.005000 2781
0.005000 2781
0.006000 2781
0.006000 2781
0.006000 2781
0.006000 2781
0.006000 2781
0.006000 2781
0.006000 2781
0.006000 2781
0.006000 2781
0.006000 2781
0.006000 2781
0.006000 2781
0.006000 2781
0.006000 2781
0.006000 2781
0.006000 2781
0.006000 2781
0.006000 2781
0.006000 2781
0.006000 2781
0.006000 2781
0.006000 2781
0.006000 2781
0.006000 2781
0.006000 2781
0.006000 2781
0.006000 2781
0.006000 2781
0.006000 2781
0.006000 2781
0.006000 2781
0.006000 2781
0.006000 2781
0.006000 2781
0.006000 2781
0.006000 2781
0.007000 2781
0.007000 2781
0.007000 2781
0.007000 2781
0.007000 2781
0.007000 2781
0.007000 2781
0.007000 2781
0.007000 2781
0.007000 2781
0.007000 2781
0.007000 2781
0.007000 2781
0.007000 2781
0.007000 2781
0.007000 2781
0.007000 2781
0.007000 2781
0.007000 2781
0.007000 2781
0.007000 2781
0.007000 2781
0.007000 2781
0.007000 2781
0.007000 2781
0.007000 2781
0.007000 2781
0.007000 2781
0.007000 2781
0.007000 2781
0.007000 2781
0.007000 2781
0.007000 2781
0.007000 2781
0.008000 2781
0.008000 2781
0.008000 2781
0.008000 2781
0.008000 2781
0.008000 2781
0.008000 2781
0.008000 2781
0.008000 2781
0.008000 2781
0.008000 2781
0.008000 2781
0.008000 2781
0.008000 2781
0.008000 2781
0.008000 2781
0.008000 2781
0.008000 2781
0.008000 2781
0.008000 2781
0.008000 2781
0.008000 2781
0.008000 2781
0.008000 2781
0.008000 2781
0.008000 2781
0.008000 2781
0.008000 2781
0.008000 2781
0.008000 2781
0.008000 2781
0.008000 2781
0.008000 2781
0.008000 2781
0.009000 2781
0.009000 2781
0.009000 2781
0.009000 2781
0.009000 2781
0.009000 2774
0.009000 2774
0.009000 2774
0.009000 2774
0.009000 2774
0.009000 2774
0.009000 2774
0.009000 2774
0.009000 2774
0.009000 2771
0.009000 2719
0.009000 2719
0.009000 2719
0.009000 2719
0.009000 2719
0.009000 2719
0.009000 2709
0.009000 2635
0.009000 2605
0.009000 2605
0.009000 2605
0.009000 2605
0.009000 2605
0.009000 2605
0.009000 2605
0.009000 2605
0.009000 2605
0.009000 2605
0.009000 2605
0.010000 2605
0.010000 2605
0.010000 2605
0.010000 2605
0.010000 2572
0.010000 2572
0.010000 2572
0.010000 2572
0.010000 2555
0.010000 2555
0.010000 2555
0.010000 2555
0.010000 2555
0.010000 2429
0.010000 2396
0.010000 2396
0.010000 2396
0.010000 2396
0.010000 2396
0.010000 2396
0.010000 2396
0.010000 2396
0.010000 2396
0.010000 2396
0.010000 2396
0.010000 2396
0.010000 2396
0.010000 2396
0.010000 2396
0.010000 2396
0.010000 2396
0.010000 2396
0.010000 2396
0.010000 2396
0.010000 2396
0.010000 2396
0.011000 2396
0.011000 2396
0.011000 2396
0.011000 2396
0.011000 2396
0.011000 2396
0.011000 2396
0.011000 2396
0.011000 2396
0.011000 2371
0.011000 2297
0.011000 2297
0.011000 2297
0.011000 2297
0.011000 2297
0.011000 2297
0.011000 2297
0.011000 2297
0.011000 2297
0.011000 2297
0.011000 2297
0.011000 2297
0.011000 2297
0.011000 2297
0.011000 2297
0.011000 2240
0.011000 2173
0.011000 2124
0.011000 2111
0.011000 2111
0.011000 2111
0.011000 2111
0.011000 2111
0.011000 2111
0.011000 2111
0.011000 2111
0.012000 2111
0.012000 2111
0.012000 2111
0.012000 2111
0.012000 2111
0.012000 2111
0.012000 2111
0.012000 2111
0.012000 2111
0.012000 2111
0.012000 2111
0.012000 2062
0.012000 2040
0.012000 2040
0.012000 2040
0.012000 2040
0.012000 2040
0.012000 2040
0.012000 2040
0.012000 2040
0.012000 2040
0.012000 2040
0.012000 2040
0.012000 2040
0.012000 2040
0.012000 2040
0.012000 2040
0.012000 2040
0.012000 2040
0.012000 2040
0.012000 2040
0.013000 2040
0.013000 2028
0.013000 2028
0.013000 2028
0.013000 2017
0.013000 1955
0.013000 1940
0.013000 1909
0.013000 1862
0.013000 1862
0.013000 1862
0.013000 1862
0.013000 1862
0.013000 1777
0.013000 1777
0.013000 1758
0.013000 1758
0.013000 1758
0.013000 1758
0.013000 1758
0.013000 1758
0.013000 1758
0.013000 1758
0.013000 1758
0.013000 1758
0.013000 1758
0.013000 1758
0.013000 1758
0.013000 1758
0.013000 1758
0.013000 1758
0.013000 1758
0.013000 1758
0.013000 1758
0.013000 1755
0.013000 1735
0.013000 1735
0.014000 1735
0.014000 1735
0.014000 1735
0.014000 1735
0.014000 1735
0.014000 1735
0.014000 1711
0.014000 1711
0.014000 1711
0.014000 1711
0.014000 1711
0.014000 1641
0.014000 1636
0.014000 1636
0.014000 1636
0.014000 1636
0.014000 1636
0.014000 1636
0.014000 1636
0.014000 1602
0.014000 1574
0.014000 1574
0.014000 1565
0.014000 1453
0.014000 1453
0.014000 1444
0.014000 1441
0.014000 1441
0.014000 1422
0.014000 1405
0.014000 1377
0.015000 1377
0.015000 1377
0.015000 1377
0.015000 1377
0.015000 1377
0.015000 1377
0.015000 1377
0.015000 1351
0.015000 1333
0.015000 1333
0.015000 1333
0.015000 1333
0.015000 1333
0.015000 1333
0.015000 1333
0.015000 1333
0.015000 1333
0.015000 1333
0.015000 1333
0.015000 1321
0.015000 1289
0.015000 1260
0.015000 1255
0.015000 1255
0.015000 1225
0.015000 1211
0.015000 1179
0.015000 1166
0.015000 1166
0.015000 1166
0.015000 1166
0.015000 1166
0.015000 1166
0.016000 1161
0.016000 1161
0.016000 1161
0.016000 1161
0.016000 1161
0.016000 1128
0.016000 1128
